word,object,action,qualifier,structural,punctuation,alpha,numeric,alphanumeric,glyph,question,whitesapce,unknown,certainty,absoluteness,polarity,insult,formality,morality,hierarchy,scale,worth,plurality,necessity,temporality,quickness,nothingness,dynamism,continuity,artificiality,agency,abstractness,mysticism,affect,arousal,fear,hedonics,valence,mass,time,length,width,height,temperature,luminance,origin,destination,lateralism,verticality,precedence,dimensionality,containment,boundary,proximity,rotational,terrestrial,gaseousness,fluidity,ignition,safety,shelter,sustenance,gender,audibility,palatability,olfactibility,hue,saturation,color_value,transparency,strength,dexterity,intelligence,wisdom,constitution
infatuation,2.8,2.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.8,2.8,3.5,2.5,-2.5,0.2,1.8,2.8,0.2,-2.5,-2.5,2.5,0.2,3.5,2.8,-2.5,2.8,3.2,0.2,3.5,2.8,2.8,3.5,3.5,0.0,0.2,0.5,0.2,0.2,0.2,0.5,0.8,1.8,-2.5,2.8,2.8,2.8,2.5,0.8,2.8,0.0,0.2,0.2,0.2,0.2,-2.5,0.0,-1.5,2.5,2.8,0.8,0.5,0.0,0.0,0.0,0.2,0.2,0.5,0.2,0.2,0.0
love,2.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.2,3.8,3.8,3.5,3.8,0.2,1.2,3.8,0.2,3.5,0.0,0.0,0.2,3.8,3.8,-2.5,3.8,3.8,0.5,4.0,3.8,0.2,3.8,3.8,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.5,0.2,0.0,2.8,3.8,2.8,2.8,0.2,2.8,0.0,0.2,0.2,0.2,0.2,3.8,0.2,3.8,3.8,0.5,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.2,0.5
hate,2.5,3.5,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-3.5,3.5,-3.5,-3.5,-3.5,-3.5,0.2,0.8,-3.5,0.0,-3.5,-3.5,-2.5,0.2,-3.5,-3.5,-2.8,2.8,2.8,0.0,-3.5,-3.5,3.8,-3.5,-3.5,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.8,0.0,-3.5,-3.5,-3.5,3.8,-3.5,0.8,2.8,0.0,0.1,0.0,0.0,0.0,-3.5,0.0,-3.5,-3.5,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
kill,2.5,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,3.5,-3.5,-3.5,-2.5,-3.5,0.8,0.8,-3.5,0.2,-3.5,-3.5,-3.5,0.5,-3.5,-3.5,-2.5,3.8,0.8,0.0,-3.5,-3.5,3.8,-3.5,-3.5,0.2,0.2,0.5,0.0,0.2,0.2,0.2,0.8,3.8,-2.0,-3.0,-3.5,2.8,-3.5,3.8,0.8,0.0,0.2,0.2,0.2,3.8,-3.5,0.8,-3.8,-2.5,3.8,0.2,0.0,0.0,0.0,0.0,0.2,3.8,0.5,0.5,0.2,0.5
murder,3.8,3.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-3.5,2.8,-3.8,-4.0,-2.8,-4.0,0.2,0.8,-3.8,0.2,-3.8,-3.5,-3.5,0.2,-3.5,-3.5,-3.5,2.8,0.8,0.2,-4.0,-3.8,3.8,-3.8,-3.8,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.8,0.2,-3.5,-3.5,-3.5,3.8,-3.8,2.8,2.8,0.0,0.1,0.1,0.1,0.2,-3.8,0.2,-3.8,-2.8,3.8,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.0,0.2,0.2,0.0
destroy,1.5,3.8,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-3.5,3.8,-3.8,-3.5,-2.5,-3.5,0.8,2.8,-3.5,0.2,-3.5,-3.5,-3.5,3.8,-3.5,-3.5,2.8,2.8,2.8,0.2,-3.5,-3.5,3.8,-3.5,-3.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.8,0.8,3.5,-3.5,-3.5,3.8,3.8,3.8,3.8,0.2,0.8,0.2,0.2,3.8,-3.5,0.8,-3.8,-2.8,3.8,0.2,0.0,0.0,0.0,0.0,0.2,3.8,0.5,1.8,0.2,0.8
build,2.5,3.5,2.5,2.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,2.8,0.0,0.5,0.0,1.8,2.5,2.8,1.2,2.5,0.5,0.5,0.2,2.8,2.8,0.5,1.8,1.2,0.2,0.0,0.0,0.8,0.0,0.0,1.2,0.8,2.8,1.5,1.5,1.2,1.2,2.8,2.8,-0.5,2.5,3.5,2.8,2.5,2.8,2.8,0.5,2.8,0.2,0.2,1.5,-1.5,2.8,0.0,-0.5,1.8,0.8,0.2,0.0,0.0,0.0,0.5,2.8,2.5,2.5,1.8,1.5
assist,2.5,3.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.8,2.8,1.5,0.5,3.5,1.2,0.8,2.8,0.5,2.8,-1.5,2.5,0.2,0.8,0.5,2.8,2.5,2.5,0.2,0.0,0.0,0.2,0.5,0.5,0.2,0.2,0.5,0.5,0.2,0.2,0.5,0.8,1.2,0.0,2.5,2.8,1.2,2.5,0.5,1.5,0.2,0.2,0.2,0.2,0.2,2.8,1.2,2.8,-1.5,0.8,0.2,0.0,0.0,0.0,0.0,0.5,1.2,1.5,2.5,1.2,1.2
emperor,3.8,0.5,3.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,3.5,2.5,2.8,2.8,-2.5,3.8,3.5,2.8,0.8,2.8,-2.5,-0.5,0.2,-2.5,-2.5,2.8,3.8,1.2,0.5,-1.5,-0.5,0.8,-0.5,-0.5,0.2,0.2,0.8,0.5,2.8,0.2,0.2,2.8,2.8,2.5,2.5,2.8,3.8,2.8,2.8,3.8,0.2,0.2,0.1,0.2,0.2,-2.5,0.8,-0.8,-3.5,1.8,0.2,0.2,0.0,0.0,0.0,0.2,3.8,0.5,1.2,1.8,0.5
pebble,3.8,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,-0.5,0.0,0.2,0.0,0.1,1.2,0.5,0.2,0.2,-0.5,-2.5,0.2,-2.8,-2.8,-2.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.0,2.8,0.2,2.8,1.2,0.2,0.2,0.2,1.2,0.2,0.5,-2.0,-0.5,2.5,2.8,2.8,1.8,0.2,3.8,0.2,0.2,0.1,0.2,1.2,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2,1.2,2.5,0.2,0.2,1.2
sediment,3.5,0.5,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.5,-0.5,-1.5,-0.5,0.2,2.5,-2.5,1.2,-2.5,-2.8,-2.5,0.8,-2.8,-2.5,-2.8,0.2,0.8,0.2,-0.5,-2.5,0.2,-2.5,-2.5,2.8,0.2,2.5,0.8,0.2,0.2,0.2,1.8,0.2,-2.0,-2.5,-2.5,2.8,-2.5,2.5,2.8,0.2,3.8,0.2,2.8,0.2,-2.5,2.8,-2.5,-0.5,0.8,0.8,0.2,0.0,0.0,0.0,2.8,1.5,0.2,0.2,1.8,2.8
abyss,3.8,0.2,3.8,0.0,0.0,0.5,0.0,0.0,2.8,0.0,0.0,2.8,-3.5,3.8,-3.8,-3.5,-2.8,-3.5,0.2,3.8,-3.5,3.8,-3.5,-3.5,-3.5,3.8,-3.5,-3.5,-3.5,0.8,2.5,2.8,-3.5,-3.5,3.8,-3.5,-3.5,0.8,3.8,3.8,2.8,3.8,0.2,0.8,2.8,3.8,-3.5,-3.5,-3.5,3.8,-3.8,3.8,3.8,0.2,3.8,0.2,3.8,0.2,-3.5,3.8,-3.5,-2.5,3.8,0.8,0.2,0.0,0.0,0.0,3.8,0.5,0.0,2.8,2.8,3.8
ocean,3.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.5,0.5,0.5,0.0,0.2,3.8,3.8,2.8,0.0,0.0,0.0,0.2,2.8,3.8,-3.8,0.2,0.8,0.2,0.5,0.0,0.2,2.8,0.5,2.8,0.2,3.8,2.8,0.2,0.5,0.5,0.5,0.8,2.5,0.0,0.0,3.8,-2.5,1.8,3.8,1.2,0.2,0.2,3.2,0.2,0.5,0.2,0.0,0.0,2.8,2.8,0.2,0.0,0.0,0.0,3.8,2.8,0.0,0.2,2.8,3.8
puddle,3.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,0.8,-2.5,0.0,-2.5,0.0,0.0,0.8,-2.5,0.2,-2.5,-2.5,-2.5,2.8,-2.8,-2.5,-2.8,0.2,0.2,0.0,0.0,0.0,0.2,-2.5,-2.5,0.2,0.1,1.2,0.2,0.2,0.2,0.2,0.2,0.2,-2.0,-2.5,-2.5,1.8,-2.5,1.2,1.2,0.1,0.2,0.2,3.8,0.2,-2.5,0.2,-2.5,0.0,0.2,0.2,0.2,0.0,0.0,0.0,2.8,0.2,0.2,0.2,0.1,0.2
atmosphere,3.8,2.8,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.5,0.0,2.5,0.0,0.2,2.8,2.5,0.5,2.5,-0.5,0.0,0.8,2.5,2.8,-2.8,0.8,2.8,0.5,0.0,0.5,1.8,0.5,0.5,0.2,0.2,1.8,1.8,1.8,2.8,2.8,0.8,1.2,-0.5,0.0,-0.5,2.8,2.5,2.8,2.8,0.5,0.5,3.5,2.8,2.5,-0.5,2.8,-0.5,0.0,2.8,1.8,2.6,0.0,0.0,0.0,2.8,0.5,0.5,0.5,2.8,2.8
vacuum,3.5,3.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,3.8,-3.5,0.0,0.5,0.0,0.0,2.8,-2.5,0.0,2.5,-2.5,-2.5,4.0,-3.5,-3.5,3.5,0.2,1.5,0.2,0.0,0.0,0.5,-2.5,0.0,0.5,0.2,2.5,1.5,0.5,0.5,0.5,0.8,0.5,-2.0,-2.5,-2.5,2.8,4.0,3.8,2.8,0.5,0.5,1.2,0.2,0.5,-2.5,0.2,-2.5,0.0,2.8,0.2,0.5,0.0,0.0,0.0,4.0,0.5,1.5,0.5,0.2,0.5
glacier,3.8,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,2.8,-2.5,0.0,2.8,0.0,0.2,3.8,-2.5,0.8,-2.5,-2.8,-4.0,0.2,-3.8,2.8,-3.8,0.2,0.8,0.0,0.0,2.8,0.2,-2.5,-2.5,3.8,2.8,3.8,2.8,2.8,0.8,0.2,0.8,0.8,-2.5,-2.5,-2.5,3.8,-2.5,2.8,2.8,2.8,3.8,0.2,3.8,0.2,-2.5,0.8,-2.5,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.8,3.8,0.2,0.2,2.8,3.8
ember,2.5,1.5,2.8,0.8,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.5,2.5,1.5,2.5,-0.5,0.5,-1.5,0.2,2.8,2.5,0.5,-1.5,-2.0,-2.0,0.8,2.8,-2.5,-2.5,2.8,2.5,2.5,0.5,2.5,2.8,2.5,2.5,0.8,2.8,0.8,0.5,0.8,3.8,3.5,2.8,0.8,-2.0,2.5,-2.0,2.8,2.5,2.8,2.8,0.8,1.2,0.8,0.2,2.6,-2.5,1.8,2.5,-0.5,3.8,2.8,2.8,0.0,0.0,0.0,2.8,1.5,0.5,1.2,1.8,2.8
gale,2.5,2.8,3.5,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.5,-0.5,0.5,-1.5,0.2,2.5,-2.5,0.5,-2.5,-2.5,3.5,0.5,3.8,-2.5,-2.5,1.2,1.5,0.2,-0.5,-2.5,2.8,-2.5,-1.5,0.5,1.2,2.8,2.8,2.8,2.8,2.8,0.8,1.2,2.5,3.5,-2.5,2.8,-2.5,2.8,2.8,3.8,1.2,3.8,3.8,2.8,-2.5,2.8,-2.5,-1.5,3.8,1.2,2.8,0.0,0.0,0.0,2.8,2.8,1.2,1.2,1.2,2.8
breeze,2.8,1.5,2.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,2.5,0.5,0.5,2.5,0.1,1.2,2.5,0.2,0.5,0.5,2.5,1.2,3.5,3.5,-2.8,1.2,1.2,0.1,0.5,2.5,0.2,2.5,2.5,0.2,0.2,1.2,1.2,1.2,1.8,1.2,0.2,0.2,0.5,2.8,2.5,2.5,-2.5,0.8,2.8,1.2,0.2,3.8,2.8,0.2,2.5,0.2,2.5,0.0,2.5,1.2,2.8,0.0,0.0,0.0,1.8,0.5,0.5,0.2,1.2,2.5
avalanche,3.5,3.5,3.8,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,-2.8,2.8,-3.5,-1.5,-0.5,-2.5,0.2,3.8,-2.5,3.8,-2.8,-2.8,3.8,0.2,3.8,-3.5,-2.8,0.2,2.8,0.0,-2.5,-3.5,3.8,-3.5,-2.8,0.5,2.8,3.8,0.5,2.8,3.8,0.2,0.8,2.8,-2.5,-3.5,-2.8,3.8,-2.8,2.8,3.8,1.8,3.8,0.2,0.5,2.8,-3.5,1.8,-2.8,-0.5,3.8,0.2,0.2,0.0,0.0,0.0,0.2,3.8,0.5,0.5,1.8,3.8
seed,2.8,0.5,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,0.8,-2.0,0.0,0.0,0.0,0.2,1.2,-1.5,0.2,0.0,-2.0,-2.0,0.5,-2.0,-2.5,-2.5,0.2,0.8,0.2,0.0,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8,0.2,-0.5,-0.5,-1.5,1.8,-2.0,0.8,2.5,0.2,2.8,0.2,0.8,0.2,-0.5,0.2,0.5,-0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.2,0.5,0.2,0.5,2.8
sprout,3.5,2.8,2.8,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,1.2,2.8,0.5,0.2,2.5,0.2,1.2,2.8,0.2,2.8,2.8,-2.0,0.2,3.5,2.8,-3.8,1.8,0.8,0.1,0.0,0.0,0.2,2.8,2.5,0.2,0.2,1.2,0.8,2.8,0.2,0.2,2.8,0.8,-0.5,2.8,2.8,2.8,2.8,0.8,2.8,0.2,2.8,0.2,1.2,0.2,2.8,0.2,3.8,-0.5,0.2,2.8,1.2,0.0,0.0,0.0,1.2,0.2,0.2,0.5,1.2,3.8
sapling,3.5,2.5,2.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,1.2,2.8,2.5,0.5,2.5,0.2,2.5,2.8,0.8,2.8,2.8,-2.0,0.2,3.5,2.8,-3.8,1.2,0.8,0.0,0.5,0.5,0.8,2.5,2.5,0.2,0.2,2.8,2.8,2.8,0.2,0.2,2.8,1.8,0.5,2.8,2.5,2.8,2.5,2.8,2.8,1.2,2.8,0.2,0.2,0.2,2.5,1.2,3.8,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.5,1.2,2.5,2.8
bloom,3.5,3.5,3.5,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.5,2.8,1.5,3.8,2.8,2.8,3.5,0.2,2.8,3.5,1.2,3.5,2.8,2.5,0.2,3.8,3.5,-2.8,2.8,2.8,0.2,3.5,3.8,0.2,3.5,3.8,0.2,0.8,0.8,0.5,0.8,0.8,2.8,1.8,0.8,0.5,3.5,3.5,2.8,2.8,0.8,2.8,0.2,1.2,0.8,2.8,2.8,3.5,0.2,3.8,2.8,1.8,2.8,2.8,0.0,0.0,0.0,2.8,0.5,0.5,1.2,2.8,3.8
decay,2.8,3.5,3.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,-2.8,2.5,-3.5,-2.5,-2.5,-2.5,0.2,2.5,-2.8,0.5,-2.8,-2.8,-2.8,2.8,-3.5,-3.5,-2.8,0.8,2.8,0.5,-2.8,-2.5,2.8,-2.8,-2.8,1.8,2.8,1.8,0.5,0.2,2.8,0.5,1.8,2.8,-2.5,-2.8,-2.8,2.8,-3.5,2.8,2.8,0.5,2.8,1.2,2.8,2.8,-2.8,1.8,-2.8,-2.5,2.8,0.8,2.8,0.0,0.0,0.0,2.8,0.5,0.5,1.2,0.8,0.8
corpse,3.8,0.5,2.8,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.8,2.8,-3.5,-3.5,-2.5,-2.5,0.1,2.5,-2.8,0.2,-3.5,-3.5,-4.0,2.8,-3.8,-3.5,-3.5,0.2,0.2,1.8,-3.5,-4.0,3.8,-3.5,-3.5,0.8,0.2,2.8,0.2,0.2,0.2,0.2,0.8,0.2,-2.5,-3.5,-3.5,2.8,-3.5,2.8,2.8,0.1,2.8,0.2,0.2,0.2,-3.5,0.2,-3.8,-2.5,0.8,0.2,2.8,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.8
microbe,3.8,0.5,2.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,0.8,-2.0,-0.5,-1.5,-0.5,0.1,1.8,-2.0,0.8,-2.5,-2.0,-2.0,0.2,-2.5,-2.5,-3.8,1.2,0.8,0.0,-0.5,-0.5,0.8,-0.5,-0.5,0.2,0.1,0.5,0.2,0.2,0.5,0.2,0.8,0.2,-0.5,-0.5,-2.0,2.8,-2.5,0.8,2.8,0.1,0.5,0.2,0.8,0.2,-2.5,0.2,-2.5,-2.5,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.5,0.2,1.8
parasite,3.5,2.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.8,0.8,-3.5,-3.5,-2.5,-3.5,0.8,1.5,-3.5,0.5,-3.5,-2.8,-2.8,0.5,-3.5,-2.8,-3.5,2.8,1.5,0.1,-3.5,-2.8,2.8,-3.5,-2.8,0.2,0.1,0.5,0.5,0.2,0.2,0.2,0.8,0.2,-2.5,-2.8,-2.8,2.8,-3.8,2.8,2.8,0.1,0.2,0.1,0.5,0.2,-3.5,0.8,-3.8,-2.8,0.8,0.8,0.2,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.8,0.8
predator,3.5,2.8,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.8,-3.5,-2.5,-2.5,-2.8,1.8,1.8,-2.5,0.8,-2.5,-2.5,3.5,0.2,-2.5,-2.5,-2.5,2.8,1.8,0.5,-2.5,-2.8,3.8,-2.5,-2.5,0.2,0.2,1.8,0.5,0.2,0.2,0.5,1.8,0.8,-2.5,-2.5,-2.5,3.8,-2.8,2.8,2.8,0.5,0.2,0.2,0.2,0.8,-3.5,3.8,-2.5,-2.5,2.8,0.8,0.5,0.0,0.0,0.0,0.2,3.8,3.8,2.8,2.8,1.8
prey,3.5,2.8,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.5,-2.5,-2.5,-2.5,0.2,1.2,-2.5,1.2,-2.5,-2.5,-2.5,0.5,-2.5,-2.5,-2.8,2.5,0.8,0.2,-2.5,-2.5,3.8,-2.5,-2.5,0.2,0.2,0.8,0.5,0.2,0.2,0.2,0.8,0.2,-2.0,-2.5,-2.5,2.8,-2.5,1.8,2.8,0.2,0.2,0.2,0.2,0.2,-3.5,1.8,-2.5,-2.5,0.8,0.8,0.2,0.0,0.0,0.0,0.2,0.5,0.5,1.2,0.5,1.8
cyborg,3.5,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.5,2.8,-1.5,-1.5,-1.5,-0.5,0.8,2.8,-1.5,0.2,-1.5,-1.5,-1.5,0.2,2.8,-2.5,3.5,3.5,2.8,0.5,-0.5,-1.5,1.8,-0.5,-0.5,0.2,0.1,1.8,0.5,0.5,0.2,0.5,2.8,0.5,-1.5,-1.5,-1.5,3.8,-2.5,2.8,3.8,0.5,0.5,0.2,0.2,0.2,-1.5,0.8,-1.5,-1.5,0.8,0.2,0.0,0.0,0.0,0.0,0.8,3.8,3.8,3.8,2.8,2.8
phantom,3.5,0.5,3.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.5,-2.5,0.8,-2.5,-1.5,0.5,-1.5,0.2,1.8,-2.5,0.2,-2.5,-2.5,-2.5,2.8,-2.5,-2.5,2.5,2.8,3.5,3.8,-2.5,-2.5,3.8,-2.5,-2.5,0.2,0.2,0.5,0.5,0.2,0.2,0.5,0.8,0.2,-2.5,-2.5,-2.5,2.8,-2.5,2.8,2.8,0.2,0.8,0.2,0.2,0.2,-2.8,0.8,-2.5,-0.5,2.8,0.8,0.5,0.0,0.0,0.0,0.8,0.5,0.5,0.2,0.2,0.2
specter,3.5,0.5,3.5,0.8,0.0,0.5,0.0,0.0,2.5,0.0,0.0,2.5,-2.5,2.5,-2.5,-2.5,-2.5,-2.5,0.2,1.8,-2.5,0.2,-2.5,-2.5,-2.5,0.5,-2.5,-2.5,-2.5,2.5,3.5,3.8,-2.5,-2.5,3.8,-2.5,-2.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,-2.5,-2.5,-2.5,2.8,-2.5,2.8,2.8,0.2,0.2,0.2,0.2,0.2,-3.5,0.8,-2.5,-1.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.5,0.2
illusion,2.8,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-2.5,1.5,-2.5,-1.5,-1.5,-2.5,0.2,1.8,-2.5,0.2,-2.5,-2.5,-2.5,1.8,-2.5,-2.5,-2.5,1.8,3.8,2.8,-2.5,-1.5,2.8,-1.5,-1.5,0.2,0.2,0.5,0.5,0.2,0.2,1.8,0.8,0.8,-2.0,-2.5,-2.5,2.8,-2.5,1.8,2.8,0.2,0.2,0.2,0.2,0.2,-2.5,0.2,-2.5,-1.5,1.8,0.2,0.2,0.0,0.0,0.0,2.8,0.2,0.5,1.2,0.8,0.2
mirage,2.8,0.5,3.8,0.0,0.0,0.5,0.0,0.0,2.5,0.0,0.0,2.8,-2.8,2.8,-2.5,-2.5,-2.5,-2.5,0.2,2.5,-2.5,0.2,-2.5,-2.5,-2.5,2.8,-2.5,-2.5,-2.5,1.8,2.8,2.5,-2.5,-2.5,2.8,-2.5,-2.5,0.2,0.2,1.8,0.5,1.8,1.8,2.8,0.8,2.8,-2.5,-2.5,-2.5,2.8,-3.5,2.8,2.8,0.2,0.2,3.8,3.8,0.2,-2.5,0.8,-2.8,-0.5,1.8,0.8,0.5,0.0,0.0,0.0,3.8,0.2,0.0,0.8,1.2,0.5
hallucination,3.5,3.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-2.8,2.8,-2.8,-2.5,0.5,-2.5,0.2,2.8,-2.8,0.5,-2.8,-2.8,-2.5,1.8,-2.8,-2.8,-2.8,2.8,3.8,3.8,-2.5,-2.8,3.8,-2.5,-2.5,0.2,0.2,0.5,0.5,0.2,0.2,1.8,0.8,0.2,-2.5,-2.5,-2.5,3.8,-2.8,1.8,2.8,0.2,0.2,0.2,0.2,0.2,-2.8,0.0,-2.8,-0.5,2.8,0.2,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.5
void,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-2.5,3.8,-3.5,-2.0,0.0,-2.5,0.2,0.8,-2.5,0.0,-3.5,-2.5,-2.0,4.0,-3.5,-3.5,-3.5,0.2,3.8,0.5,-2.5,-2.5,0.5,-2.5,-2.5,0.5,0.2,0.5,0.5,0.2,0.2,1.2,0.8,0.5,2.0,-2.0,-2.0,2.8,-4.0,3.8,0.8,0.2,0.5,0.2,0.2,0.2,-3.5,0.5,-2.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.5,0.2,0.5
infinity,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.0,-2.0,-0.5,2.8,0.0,0.0,4.0,4.0,4.0,4.0,-2.0,-0.5,0.0,-2.0,4.0,2.5,0.5,4.0,3.8,-0.5,-0.5,2.8,-0.5,2.5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,4.0,-0.5,4.0,-2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.8,3.8,0.0
entropy,2.8,0.5,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.8,-2.8,2.8,-3.5,-2.5,2.8,-2.5,0.2,3.8,-2.5,0.5,-2.5,-2.5,-2.5,2.8,-3.5,-3.5,-2.5,1.8,3.8,1.5,-2.5,-2.5,2.8,-2.5,-2.5,0.8,2.8,0.8,0.5,0.2,3.8,0.8,2.8,0.2,-2.5,-2.5,-2.5,3.8,-2.5,2.8,2.8,0.5,0.8,1.8,2.8,2.8,-2.5,0.8,-2.8,-2.5,1.8,0.8,0.8,0.0,0.0,0.0,2.8,0.5,0.5,2.8,2.8,3.8
equilibrium,3.5,2.8,3.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,2.8,0.0,0.0,2.8,0.0,0.8,2.8,2.5,0.2,2.8,0.0,0.0,0.8,-2.5,0.0,0.0,0.5,3.5,0.5,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.5,0.8,0.5,2.8,0.5,0.8,0.5,0.0,0.0,0.0,3.8,2.5,2.8,2.8,0.2,0.8,1.2,2.8,0.5,0.5,2.5,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.0,0.8,1.5,3.8,2.8,3.8,3.8
stagnation,3.5,2.8,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.8,-2.8,2.8,0.0,-2.8,-2.8,-2.8,0.8,2.8,-3.5,0.2,-3.5,-2.8,-4.0,2.8,-3.8,-3.5,-2.8,0.8,3.2,0.2,-2.5,-2.5,2.8,-2.8,-2.5,0.2,2.8,0.8,0.5,0.2,2.8,0.2,0.8,0.8,-2.5,-2.5,0.0,3.8,-2.8,2.8,3.8,0.2,0.8,1.2,2.8,0.2,-2.8,0.8,-2.8,-2.8,0.8,0.2,2.8,0.0,0.0,0.0,0.8,0.5,0.8,1.8,0.8,0.8
acceleration,3.5,3.8,3.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.8,0.8,3.5,0.0,2.5,0.0,0.8,3.8,2.8,0.5,2.8,3.5,4.0,0.2,3.8,3.8,-2.5,1.8,3.5,0.0,0.0,-2.5,1.8,-1.5,0.0,0.5,3.8,0.8,0.5,2.8,2.8,0.2,0.8,2.8,2.8,2.8,3.8,3.8,-2.5,0.5,2.8,2.8,0.5,2.8,2.8,0.5,-2.5,0.2,-0.5,-1.5,2.8,0.0,0.0,0.0,0.0,0.0,0.2,3.8,3.8,2.8,1.8,1.2
